Year,District,Mean ET (mm),Mean NDVI,Max temp(K),Min temp(K),DPT(K),Relative Humidity,Precipitation (mm),Area,Production
2017?18,Kheda,25.50021687,0.322216194,308.2072551,286.8114026,285.4136059,46.85127321,1.359373794,0.66,0.52
2018?19,Kheda,26.45684855,0.478212321,308.2388933,289.3350198,283.7792751,38.97225579,0.107356382,0.89,0.51
2019-20,Kheda,46.78291521,0.445822066,306.4449192,288.1627639,287.4672258,54.22456427,5.551037893,1.3,1.01
2020-21,Kheda,32.18467965,0.228390588,307.5554952,286.2364158,285.7843711,49.80254138,1.892546268,1.08,0.91
2021-22,Kheda,31.29935709,0.436346668,306.253437,287.8598809,285.7568528,49.23553104,3.625731733,1.12,0.81
2014-15,Mahesana,26.59220937,0.477462651,307.0643832,287.7074859,285.2738243,46.76652017,3.759917478,0.05,0.03
2015-16,Mahesana,22.45497397,0.467928908,307.6196384,287.3050845,283.8012351,42.23016792,0.142716299,0.2,0.14
2016?17,Mahesana,26.51478363,0.283992286,307.1607722,287.8316963,284.9630048,45.5173954,2.046981898,0.1,0.07
2017?18,Mahesana,25.71404041,0.416874293,307.8252264,287.1157758,283.9779901,42.70889799,0.598109091,0.26,0.21
2018?19,Mahesana,23.09125461,0.139730219,307.8102696,287.7236939,282.5630838,38.17163933,0.170011467,0.37,0.21
2019-20,Mahesana,42.93531739,0.502519769,305.6765774,288.0590172,286.3996873,51.93415838,4.842833085,0,0
2020-21,Mahesana,28.44822634,0.459972295,306.8371903,286.2854112,284.8642814,47.83143371,0.57550162,0.03,0.03
2021-22,Mahesana,33.20248468,0.470178558,305.6464717,284.7016382,284.8837094,52.08905049,4.151754797,0,0
2014-15,Mahisagar,27.25728379,0.305597139,307.0297087,288.3195713,285.4053691,46.36568722,5.404679145,35.47,11.62
2015-16,Mahisagar,19.86933529,0.423215189,307.6904731,287.5368155,284.1056445,42.70575154,0.253090155,18.09,6.77
2016?17,Mahisagar,28.4955286,0.468169782,307.5079393,287.1748419,284.3819474,44.20970674,2.019303249,18.3,8.26
2017?18,Mahisagar,23.77791609,0.4819671,307.5938874,287.7941048,284.2957964,43.04102789,1.127088289,23.05,11.2
2018?19,Mahisagar,25.70563709,0.330992009,307.0163887,288.8221895,283.5073354,40.2965007,0.151485494,16.98,8.31
2019-20,Mahisagar,42.46347012,0.314805276,305.6583995,287.469801,286.4650983,53.11759367,6.964828963,8.28,4.71
2020-21,Mahisagar,31.65139116,0.33958991,306.6747678,286.4490051,285.1026603,48.58757649,1.929074209,4.51,3.8
2021-22,Mahisagar,32.34885091,0.490316468,305.4361917,286.9246584,284.9369005,49.17797204,4.754931202,2.3,1.66
2014-15,Morbi,17.34439536,0.425269735,308.1091408,287.5623076,284.3639767,42.87190605,2.815756792,207.22,183.39
2015-16,Morbi,15.07641583,0.331161514,308.2863951,286.6309139,283.3146735,40.89057682,0.256321324,176.73,137.18
2016?17,Morbi,18.3647123,0.403295257,308.4752295,287.8869798,283.5743172,39.85089139,1.261908744,121.08,94.7
2017?18,Morbi,17.78826925,0.509123164,308.4215733,287.1725341,283.7628859,41.28872922,0.426039137,184.83,140.21
2018?19,Morbi,11.36284687,0.446510919,308.3423239,287.7046387,282.1023547,36.44348969,0.189558025,198.47,98.89
2019-20,Morbi,36.28769787,0.426264769,306.3445511,287.0107349,285.8681537,50.73817018,3.202027786,86.1,58.73
2020-21,Morbi,25.38333482,0.498450357,307.3807837,287.355847,283.9482177,42.88582225,0.790777812,245.83,172.93
2021-22,Morbi,26.30095756,0.523275949,306.3469007,288.1841458,284.4127798,44.5018268,4.045822164,239.35,188.97
2014-15,Narmada,23.66012188,0.559892649,308.3428007,287.7950238,286.9928788,50.23589029,6.118587548,0,0
2015-16,Narmada,18.07747541,0.48607439,308.6476778,289.3375633,286.9353959,47.38005081,1.845803289,0,0
2016?17,Narmada,26.37824436,0.459114464,308.0797906,287.4437604,286.2375848,48.70943107,1.241481705,0,0
2017?18,Narmada,22.48461387,0.444811752,308.2559347,287.0811671,286.8485974,50.96972525,1.876259858,0,0
2018?19,Narmada,18.42596846,0.497950351,308.5113318,289.1644583,285.1252289,42.47751715,0.158562394,0,0
2019-20,Narmada,39.55367937,0.557734525,306.7743255,288.6546457,288.8939267,57.99176695,5.180861786,0,0
2020-21,Narmada,30.89487102,0.560208166,307.875076,288.5571327,287.3403552,50.93195383,4.973130082,0,0
2021-22,Narmada,36.39135832,0.380237569,306.2217122,287.9403265,287.3544822,54.55426328,5.549282918,0,0
2014-15,Navsari,26.72601846,0.496856265,307.691864,289.42403,288.0802296,52.34889424,5.672200793,0,0
2015-16,Navsari,22.97716726,0.543983121,307.9081951,289.9016078,288.2773203,51.9379781,2.45007672,0,0
2016?17,Navsari,25.8892907,0.535775401,307.6861118,289.2396557,287.042387,49.23098624,1.358764576,0,0
2017?18,Navsari,24.90074369,0.443062106,307.5969004,288.872257,288.152115,53.61115813,2.101195177,0,0
2018?19,Navsari,21.33553154,0.535553769,307.5756183,287.7501794,286.5161141,49.89592117,0.640891759,0,0
2019-20,Navsari,40.13230933,0.215366363,306.4078965,291.2700369,289.818091,57.53112657,5.755377739,0,0
2020-21,Navsari,32.45738742,0.559333658,307.2690333,290.1509412,288.5970724,53.6296898,6.32899444,0,0
2021-22,Navsari,32.31317191,0.541090797,305.840674,289.2408528,288.5726429,57.40399533,6.376838113,0,0
2014-15,Panch Mahals,26.40606677,0.535234192,308.0145961,289.9587819,286.0964553,44.8759075,5.135071525,0,0
2015-16,Panch Mahals,16.69027191,0.461386695,308.9440723,289.9374411,284.8474033,40.24780158,0.650697616,0,0
2016?17,Panch Mahals,27.67142858,0.522656128,307.9594623,287.4510697,285.2793825,45.89915731,1.375229262,0,0
2017?18,Panch Mahals,23.12878606,0.550571733,308.2126169,287.1589885,285.5619472,46.81377741,1.654493815,0.07,0.06
2018?19,Panch Mahals,24.65949373,0.553087498,308.3486333,289.2868953,283.9104508,39.24233879,0.109789435,0.12,0.07
2019-20,Panch Mahals,41.49690941,0.436241476,306.5366389,288.8901841,287.6327165,53.4816809,6.358545559,0,0
2020-21,Panch Mahals,31.86472475,0.436538805,307.5070389,287.9543946,286.0300983,48.14266275,2.856991131,0.19,0.16
2021-22,Panch Mahals,33.30408536,0.496380828,306.1713814,287.0529053,285.8108804,50.74785513,3.838757902,0.18,0.13
